access_kind,alu_opcode,alu_repeats,average_cpu_cores,bandwidth_GBps,batch,block_out,bucket,case_id,channels_in,channels_out,correct,device_wait_ms_per_repeat,direction,driver_poll_sleep_ns,driver_poll_wait_ms_per_repeat,driver_post_start_sleep_ns,driver_submit_ms_per_repeat,elements,eligible_for_direct_physical_model,family,get_ms,get_process_cpu_ms,host_submit_sync_ms_per_repeat,inner_repeats,input_count,input_fill,input_x,input_y,kernel,kernel_length,load_bytes_per_repeat,load_calls_per_repeat,load_enqueue_ms_per_repeat,logical_input_x,logical_input_y,measurement_kind,operation,output_bits,output_count,output_signature,output_x,output_y,pad_left,pad_top,pair_id,pair_role,poll_policy,process_cpu_ms,run_ms,run_process_cpu_ms,sample_index,session_id,set_ms,set_process_cpu_ms,size_bytes,spatial,stage_ms,store_bytes_per_repeat,store_calls_per_repeat,store_enqueue_ms_per_repeat,streams,stride,target_access_kind,threads,traffic_bytes,wall_ms,wall_ms_per_repeat,working_set_bytes,x,y
,,,2.6745822141363518,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t3,3,32,True,,,,,,,,,cpu_operator,0.815228,0.823628,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.423395,8.389944,22.439595,2,1,0.159481,0.160172,,160,9.364653,,,,,2,,3,,,,,,
,,,2.570362676258455,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t3,3,32,True,,,,,,,,,cpu_operator,0.842858,0.851198,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.989979,8.937089,22.97156,3,1,0.166472,0.167221,,160,9.946419,,,,,2,,3,,,,,,
,,,2.674961940300643,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t3,3,32,True,,,,,,,,,cpu_operator,0.916569,0.926619,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.524166,8.386824,22.434435,4,1,0.161701,0.163112,,160,9.465094,,,,,2,,3,,,,,,
,,,2.6741258054404895,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t3,3,32,True,,,,,,,,,cpu_operator,0.888339,0.897669,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.557313,8.409684,22.488553,5,1,0.170192,0.171091,,160,9.468215,,,,,2,,3,,,,,,
,,,2.675132668685903,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t3,3,32,True,,,,,,,,,cpu_operator,0.817058,0.825218,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.459575,8.397234,22.463715,6,1,0.169561,0.170642,,160,9.383853,,,,,2,,3,,,,,,
,,,2.5680566048412468,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t3,3,32,True,,,,,,,,,cpu_operator,0.877659,0.885459,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,24.059401,8.959799,23.009271,7,1,0.163832,0.164671,,160,10.00129,,,,,2,,3,,,,,,
,,,2.669963351412732,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t3,3,32,True,,,,,,,,,cpu_operator,0.929769,0.93874,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.563316,8.411784,22.459155,8,1,0.164462,0.165421,,160,9.506015,,,,,2,,3,,,,,,
,,,2.6754373475266915,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t3,3,32,True,,,,,,,,,cpu_operator,0.820208,0.828428,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.453064,8.385894,22.435934,9,1,0.188192,0.188702,,160,9.394294,,,,,2,,3,,,,,,
,,,2.6741537666441695,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t3,3,32,True,,,,,,,,,cpu_operator,0.828848,0.836859,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.401045,8.374404,22.394444,10,1,0.168752,0.169742,,160,9.372004,,,,,2,,3,,,,,,
,,,2.565830137755034,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t3,3,32,True,,,,,,,,,cpu_operator,0.830709,0.839108,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,24.049591,8.98116,23.044131,11,1,0.165061,0.166352,,160,9.97693,,,,,2,,3,,,,,,
,,,2.675793862578223,,,,stem_large_input_conv,cpu_stem_large_input_conv_p0_t3,3,32,True,,,,,,,,,cpu_operator,0.865269,0.872769,,,,,,,7,,,,,,,native_cpu_stage_service,,,,"[{""dtype"":""float32"",""fnv1a64"":""7a0daf912207282b"",""shape"":[1,32,80,80]}]",,,,,,,,23.542647,8.409264,22.501457,12,1,0.167852,0.168421,,160,9.442385,,,,,2,,3,,,,,,
